Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2004","2004","7021","Annual value","USD","16.9","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2005","2005","7021","Annual value","USD","19.9","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2006","2006","7021","Annual value","USD","21.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2007","2007","7021","Annual value","USD","27.6","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2008","2008","7021","Annual value","USD","21.8","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2009","2009","7021","Annual value","USD","25","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2010","2010","7021","Annual value","USD","40.4","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2011","2011","7021","Annual value","USD","39.2","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2012","2012","7021","Annual value","USD","44.5","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2013","2013","7021","Annual value","USD","39.6","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2014","2014","7021","Annual value","USD","36.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2015","2015","7021","Annual value","USD","30.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2016","2016","7021","Annual value","USD","27.5","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2017","2017","7021","Annual value","USD","33.7","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2018","2018","7021","Annual value","USD","29.9","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2019","2019","7021","Annual value","USD","27.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2020","2020","7021","Annual value","USD","28.5","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2021","2021","7021","Annual value","USD","31","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2022","2022","7021","Annual value","USD","33.3","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2023","2023","7021","Annual value","USD","30.8","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2024","2024","7021","Annual value","USD","48.7","A","Official figure"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","1991","1991","7021","Annual value","","82.05","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","1992","1992","7021","Annual value","","71.79","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","1993","1993","7021","Annual value","","71.79","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","1994","1994","7021","Annual value","","76.92","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","1995","1995","7021","Annual value","","92.31","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","1996","1996","7021","Annual value","","82.05","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","1997","1997","7021","Annual value","","82.05","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","1998","1998","7021","Annual value","","82.05","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","1999","1999","7021","Annual value","","69.23","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2000","2000","7021","Annual value","","58.97","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2001","2001","7021","Annual value","","58.97","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2002","2002","7021","Annual value","","79.49","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2003","2003","7021","Annual value","","71.79","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2004","2004","7021","Annual value","","58.97","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2005","2005","7021","Annual value","","66.67","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2006","2006","7021","Annual value","","71.79","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2007","2007","7021","Annual value","","84.62","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2008","2008","7021","Annual value","","66.67","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2009","2009","7021","Annual value","","82.05","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2010","2010","7021","Annual value","","112.82","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2011","2011","7021","Annual value","","97.44","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2012","2012","7021","Annual value","","110.26","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2013","2013","7021","Annual value","","105.13","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2014","2014","7021","Annual value","","102.56","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2015","2015","7021","Annual value","","102.56","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2016","2016","7021","Annual value","","94.87","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2017","2017","7021","Annual value","","112.82","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2018","2018","7021","Annual value","","102.56","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2019","2019","7021","Annual value","","100","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2020","2020","7021","Annual value","","106.13","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2021","2021","7021","Annual value","","105.79","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2022","2022","7021","Annual value","","123.08","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2023","2023","7021","Annual value","","118.97","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2024","2024","7021","Annual value","","189.18","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01802","Sugar cane","2025","2025","7021","Annual value","","201.53","E","Estimated value"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","1991","1991","7021","Annual value","LCU","275","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","1992","1992","7021","Annual value","LCU","334","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","1993","1993","7021","Annual value","LCU","322","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","1994","1994","7021","Annual value","LCU","378","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","1995","1995","7021","Annual value","LCU","414","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","1996","1996","7021","Annual value","LCU","373","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","1997","1997","7021","Annual value","LCU","329","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","1998","1998","7021","Annual value","LCU","406","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","1999","1999","7021","Annual value","LCU","370","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","2000","2000","7021","Annual value","LCU","375","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","2001","2001","7021","Annual value","LCU","360","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","2002","2002","7021","Annual value","LCU","390","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","2003","2003","7021","Annual value","LCU","752","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","2004","2004","7021","Annual value","LCU","501","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","2005","2005","7021","Annual value","LCU","398","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","2006","2006","7021","Annual value","LCU","384","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","2007","2007","7021","Annual value","LCU","529","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","2009","2009","7021","Annual value","LCU","696","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01445","Sunflower seed","2011","2011","7021","Annual value","LCU","566","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","1991","1991","7021","Annual value","SLC","275","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","1992","1992","7021","Annual value","SLC","334","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","1993","1993","7021","Annual value","SLC","322","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","1994","1994","7021","Annual value","SLC","378","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","1995","1995","7021","Annual value","SLC","414","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","1996","1996","7021","Annual value","SLC","373","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","1997","1997","7021","Annual value","SLC","329","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","1998","1998","7021","Annual value","SLC","406","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","1999","1999","7021","Annual value","SLC","370","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","2000","2000","7021","Annual value","SLC","375","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","2001","2001","7021","Annual value","SLC","360","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","2002","2002","7021","Annual value","SLC","390","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","2003","2003","7021","Annual value","SLC","752","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","2004","2004","7021","Annual value","SLC","501","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","2005","2005","7021","Annual value","SLC","398","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","2006","2006","7021","Annual value","SLC","384","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","2007","2007","7021","Annual value","SLC","529","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","2009","2009","7021","Annual value","SLC","696","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01445","Sunflower seed","2011","2011","7021","Annual value","SLC","566","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","1991","1991","7021","Annual value","USD","214.2","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","1992","1992","7021","Annual value","USD","245.3","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","1993","1993","7021","Annual value","USD","219","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","1994","1994","7021","Annual value","USD","276.4","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","1995","1995","7021","Annual value","USD","306.9","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","1996","1996","7021","Annual value","USD","291.9","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","1997","1997","7021","Annual value","USD","244.2","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","1998","1998","7021","Annual value","USD","255.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","1999","1999","7021","Annual value","USD","238.7","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2000","2000","7021","Annual value","USD","217.4","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2001","2001","7021","Annual value","USD","186.2","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2002","2002","7021","Annual value","USD","211.9","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2003","2003","7021","Annual value","USD","487.7","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2004","2004","7021","Annual value","USD","368.4","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2005","2005","7021","Annual value","USD","303.9","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2006","2006","7021","Annual value","USD","289.2","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2007","2007","7021","Annual value","USD","442.7","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2009","2009","7021","Annual value","USD","542.8","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2011","2011","7021","Annual value","USD","583.8","A","Official figure"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","1991","1991","7021","Annual value","","43.15","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","1992","1992","7021","Annual value","","52.4","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","1993","1993","7021","Annual value","","50.52","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","1994","1994","7021","Annual value","","59.31","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","1995","1995","7021","Annual value","","64.96","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","1996","1996","7021","Annual value","","58.52","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","1997","1997","7021","Annual value","","51.62","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","1998","1998","7021","Annual value","","63.7","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","1999","1999","7021","Annual value","","58.05","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2000","2000","7021","Annual value","","58.84","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2001","2001","7021","Annual value","","56.48","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2002","2002","7021","Annual value","","61.19","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2003","2003","7021","Annual value","","117.99","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2004","2004","7021","Annual value","","78.61","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2005","2005","7021","Annual value","","62.45","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2006","2006","7021","Annual value","","60.25","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2007","2007","7021","Annual value","","83","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2008","2008","7021","Annual value","","96.1","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2009","2009","7021","Annual value","","109.2","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2010","2010","7021","Annual value","","99","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2011","2011","7021","Annual value","","88.81","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2012","2012","7021","Annual value","","84","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2013","2013","7021","Annual value","","85.54","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2014","2014","7021","Annual value","","91.98","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2015","2015","7021","Annual value","","102.29","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2016","2016","7021","Annual value","","105.73","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2017","2017","7021","Annual value","","107.27","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2018","2018","7021","Annual value","","108.56","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2019","2019","7021","Annual value","","111.53","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2020","2020","7021","Annual value","","106.11","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2021","2021","7021","Annual value","","136.12","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2022","2022","7021","Annual value","","165.27","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2023","2023","7021","Annual value","","136.53","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2024","2024","7021","Annual value","","138.39","E","Estimated value"
"PP","Producer Prices","036","Australia","5539","Producer Price Index (2014-2016 = 100)","01445","Sunflower seed","2025","2025","7021","Annual value","","139.81","E","Estimated value"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","1991","1991","7021","Annual value","LCU","943","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","1992","1992","7021","Annual value","LCU","770","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","1993","1993","7021","Annual value","LCU","799","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","1994","1994","7021","Annual value","LCU","664","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","1995","1995","7021","Annual value","LCU","1479","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","1996","1996","7021","Annual value","LCU","838","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","1997","1997","7021","Annual value","LCU","817","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","1998","1998","7021","Annual value","LCU","934","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","1999","1999","7021","Annual value","LCU","1071","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","2000","2000","7021","Annual value","LCU","1235","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","2001","2001","7021","Annual value","LCU","1325","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","2006","2006","7021","Annual value","LCU","1012","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","2007","2007","7021","Annual value","LCU","1526","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","2008","2008","7021","Annual value","LCU","1382","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","2009","2009","7021","Annual value","LCU","1201","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","2014","2014","7021","Annual value","LCU","1069","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","2023","2023","7021","Annual value","LCU","756.6","A","Official figure"
"PP","Producer Prices","036","Australia","5530","Producer Price (LCU/tonne)","01530","Sweet potatoes","2024","2024","7021","Annual value","LCU","780.2","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","1991","1991","7021","Annual value","SLC","943","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","1992","1992","7021","Annual value","SLC","770","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","1993","1993","7021","Annual value","SLC","799","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","1994","1994","7021","Annual value","SLC","664","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","1995","1995","7021","Annual value","SLC","1479","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","1996","1996","7021","Annual value","SLC","838","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","1997","1997","7021","Annual value","SLC","817","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","1998","1998","7021","Annual value","SLC","934","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","1999","1999","7021","Annual value","SLC","1071","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","2000","2000","7021","Annual value","SLC","1235","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","2001","2001","7021","Annual value","SLC","1325","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","2006","2006","7021","Annual value","SLC","1012","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","2007","2007","7021","Annual value","SLC","1526","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","2008","2008","7021","Annual value","SLC","1382","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","2009","2009","7021","Annual value","SLC","1201","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","2014","2014","7021","Annual value","SLC","1069","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","2023","2023","7021","Annual value","SLC","756.6","A","Official figure"
"PP","Producer Prices","036","Australia","5531","Producer Price (SLC/tonne)","01530","Sweet potatoes","2024","2024","7021","Annual value","SLC","780.2","A","Official figure"
